MPVNADKIOBZWaEfLeCdTUcQbXGHSRJYgF,DGAGODECZAFC..EHDCeABC.CCDE.dCBFUFBFQCEHGAEBHGFGhAAARECE..JHFGFCCHMAAAhAEANICF..AHAFKBADIFGFhAGABCHA..fFFH...hAHA......hAIA...,2,-30,-11,19
WGMSEUCcdBfObRNDVPgeFHQaTKLIAXYJZ,JCBFGEFA.SFDHUGFCdEFBBGAG..fGADhAAARACD.VAECeFAGFCDBaHCAhAAALFHH.ACBEXDBDhABAZAECEEDDOFHDDICE..PCABhACA...QCGAhADA.,2,-29,-5,24
AZERHOTKGdVJBWgPLDNeYXQUfSMcabFCI,EDDHOFHFGGEDdDDEBGDF..PAAHDCEA.eBFGQAAAhAAASDHDMFFDaAEBFAHBhADACAHCACCHREAH.HGAG.TDAGhABA.JFDEWADA.....gCGAhAEA..hAFA...,1,6,-36,42
RZVFPXESaOLHINMWKAJgUCGfDbQcTdBeY,UEFAGAEFDFDHQABE.dHEFBDADRDFGZEAEFBCFECDCSGAChAAAaFGC.HAFANAAGKFDGhABAACHDCBAG.....hAEAbFDHeHAE..PHFA...XCEGhABAIDBFWCHHhACA...,2,-40,3,43
ZLRCPXANBMcbOSDTHFfJIaQWGdKeYEgUV,BABFMEGF.OHEGDIAAHCCAFAGD...IEACaDGF..GDBAhAAAeFBCEADCUEDCLAGDhAAACDADAFFC...cABGhABATBCBJEHD.dEEE.KHCCYFAFhADA......hAEA...,2,-36,-3,33
cbYRJEfegUIWBCPNFTVDSZdXGMLaAOHQK,OCBBQACFKBGA.....bFECJDDHEBGBeCEBUFBABDHBCGHAFDABhAAADIGE...dGAFXCEChABALABAADDB..hAAAcDGEfGDGIAHF..WGFEhACANICD.SAFFhADA.MIACaGAH,2,-29,-4,25
DNEgXYfZHLUAIMaJBVPOecTbSdQCKWRGF,aGFBJBACBGDG..VAFF..OCFBeCBE...TGAFhAAASHAGdDBFKEGDGDAChAAADCAH.EGHF.YFDBhABAHAFG.AAEHIACDMFIHPHEE.bEBEhABAWDFA....hAFA...,2,-28,-21,7
gfDcdYIVGeBCPNTXJOQaFRLEMUWAHbZKS,HDBCKDAF.SGADDFIFdAGF...VFFBeGDGCBBG...TDDBhAAAJCFBOAFGFCGFEACFMCHFhAAA.ABDFZFBC..hABAfFFD..cADAIFBHhABABBHENICFaCDA...hACA...,1,-18,-30,12
NWIBZgJMeRYbfEKGLcadPCQDSTXOVAUHF,FHEE..IAFFZDADJBCG.eAHB.RDCD.....fCGHhAAAEGGEGADELFEAhABAdDAACHDDSAAChADAOHBAAHAHHDDGWCHDBGEGYAECKCFHaBBFDDAH..hAIA......hBDA...,2,-21,-15,6
ZJILDVKgYcHEebGCNXAdBMfTRQFaPSOWU,MFBATDEEFGBA..SGADUAFHZGFCLAAAKEHF..YCCEhAAAHCACEEEEGCAGhABAXEGHAACFBGCD.hABAfGGGaEAB.PBHFODEAJADCDBIHhACAcGDF.CEDD.NIAF.hAEA...,2,-9,-7,2
LFKRBHTQMbGNgYSCDcAdJOUWfEPVXeIZa,OCHDUCGEEHGE..XFBFeFDCZCBAFGGHBAFHHBCG...TAFFhAAAMEAG.GDEGhABANBAF.gCBGhACACFHH..AIACdFCGJFAFfACHIFAG.KHCGhAFA......hAHA...,1,-3,-31,28
eAHEGQRfWYSXKPDUMbdZJFIgBVcLaTNOC,GEECQCDDRGAE....fBCGSACBKEDFUFGBMABBhAAAdAGEFCGAIDHEhAAABCEDLEHDNEBC.CBEBAAFEhACAEFCGXDAGDICGJABH.......hAEA......hAFA...,1,-12,-25,13
BMWHLcOdXCeQNZbJaTEVfDSgGPFURAKYI,KFABBAECHDFAOCFBdHCHCADA..QCBAZBBF.aHEAVFGDDCHFGFBHhAAAFEEH.ABAEMDADhABALCFE.eAFGhAAANCIA.JBAFEGGE.fHAD.SDDBhACA...hABA...,2,-18,-12,6
UEgdRAFfGPVbSMJcXWBDKIaTHCYLZQeNO,FGEEGAAD..VBDHbCDC...MFFEJGCA....XGADhAAADABAIBHCaDACTAFDhABACCBCLFAFZEEA.QGBAhAAANEIGECHF........hAEA......hAFA...,2,-39,-2,37
gCGeBONIREVaJfQYDHFMWcLXPdKSAbTUZ,TDDCZDGDGEBA.OBDERACGEGBA..JHFEQEDB.DABBhAAAFEHBMADALFAFhAAAdAHCSGFDACFCbDFFCBAGeCCFhABABDBC.NCAEaGHDfBGB..WDDEhACA.....hACA...,2,-17,-6,11
ISMYfBFePOaAEWRQCcTGKDHJULZgXdbNV,EECERDAGCEGD.GAFAHFDHLAFHZGFGdCCH..VFAESACE.hAAAMAIDfFFHhABABCDCFFBHeABFaAAHAHDFWAHBhADAQGGE.KBBC.DAHDgADChBAA.....hABA...,1,0,-15,15
TOdBCAcQRFWSVUHLDZeGaKIfMJgXbYEPN,RFDFFFCD..SGHHHCDBDICAeABEGEBCKGGBMABD..JAGHgBEGhAAA.bDDGhACAEEAC.TBBHBHFACAGFhADAAEHGQGEA.WAADLBHFhAEAZAEFaAHFfFFBhAFA...,2,-14,-8,6
NIbRYCHOFWgPaQMUJXTLZdecEfBAKSDVG,KEBGSBCHDBBCGBED..IGGHRDDCHEGHFGAC..WAHHhAAAaHDA...UFBHTCADhAAALECC.dAFHhABAeAECfABABFFGAIHA.NEAACGEA...gBEGhADAMABA..hAEA.XEGEECCE,1,-8,-9,1
YCNEOKHTcZUdBDRQWeXAgaGFJISPVLbfM,aDDEFGAE..JDDC..SGBFLHDG.MCBCCAFF...NDGE.KBBGhAAAHAEGZBECBDAFDEIHQDAFhAAA..hABAXAGEAFCGIHEGPFFCfCHChACA.EACAOEACcFCDhAFA...,1,-25,-39,14
HMKZPYLRDVcBUaGOdFWeNQESAXfCgbJTI,CEHAJGCGHCCHZBCE.LHEG.RAEH.DBBFBADHGBGEOEEFFGFD.eAHHhAAAQEAD.hABAAADE.XGAE.hAAAgDABIEFCMIAEKABH....hABA......hACA...,1,-9,-40,31
PVJOGQdSRTbBFWZHAafNcYEDIKXCegLMU,aBDF..NDIA.EFFBDAECKGBH..CEDA.LAABUBEE.JAFAGACChAAAdDDHREGD.BEGFZEAAAIDG..hACA..fFFGhABA.IHAHeHDE.MBBF.OHFEhACA.TGCF.hADAFBGE..,2,-23,-20,3
TDVNJHGUdcLRBgbKQWYIfaPEOSFXMeACZ,TCECDABE..JFBFGAADUFDD.LBHBBHAG.KGAD.QGCGhAAA.WFBEhABAfHFF.EAGEhAAASFGBMBDACCCHZCEGNEABcAFH..hADAgEFBYFFF.hAEAIBBG.,1,-1,-45,44
AVeaNJfZSRXDWcCQgGdUOHYTKMBEIFPLb,eCDAaDGA...JDAAZAEERGBG.DAEA.CHGCGCBCUACDHEGF.KEEEMFDBhAAABGFGFGEHLFAEhAAAAAIB..VEEENIEB.hABASBBF..cBGA..hADA......hAFA...,1,-21,-28,7
FJIdMcTBeCQaNRDKZGYSfEOHbWXALUPgV,LHCCUBBC.VDBDFEAHJHCC..MFGDBEFC..QBCFhAAARDGFZFCC.SBGBhABAEGHH.OFAHhACAHADF.XDGEAABG.IEEBdAHG..hADA......hAEA...,1,-21,-34,13
OceCNMLbRSQEPKZBJWadUYVTFfGIADHgX,HFBBOHEAeEHB.CEAALAHDRCEGQCBFKEFBZACCJFAB..aACCdCDAhAAA..UGCATBAHhABAFAFF.fFDEhADAAAAB.DIEGgEFG.NBIE.MAGHSECAhABAEHGE.BEAChADA...,1,5,-22,27
YbKfVHQcNXRTPLMUFgaGeDASZJdOCBIWE,SHAEJEAD.CFGA.BCCD.EGCBKCDCHFFAQABC.hAAAXCGGTAEHLEFEhABAMEIFFEAEaDDHDBBAdCEHhACAOHEEIHHHWAEG.fBHGhADA..NGAF....hAEA...,1,-20,-28,8
KQcSadCXZfUbEOVBHNWIPeJAFDgRGYLTM,FFDGRFDDLEACMECG.KGAGQGGF..SFGDhAAACHAEZBGBUBABbABD..OAFHhAAABBAEHCGD.NADD.hABAPDADAIGEDCFD.gGDA...hAIA......hBDA...,1,-22,-24,2
BRaOPNbUKVJZEeYfTDSGcHFLXMAICgQWd,CBDBQBECdEADBFFF.aCHB..ODDF..NCAHKDBAZDFAEAACeHBGhAAA....TAGGhAAADGBCSEGDhABAHGAEFCBCMHFCAADGIAHC.WFAF.PEEHhACA.....hADA...,2,-30,-19,11
VfTNQXcYaHJCDdFSPeZKIWMbRUEABgOGL,OADBVDBG...TGBEXBAF..aFFAJBHBDBBH.FEDBSAFBhAAAZBGB.IFEFhABAMAEGRBEHAAADBHGGhACA.LHBCNCAAQGGFcGGA.CFBDPAEHhADA..eCBHhABA...,2,-17,-16,1
LgVcJNOQBFYDUAHKCRdeaEXZWMPbSITGf,HGBGREFDdAFG.eFHFEDAGZABGMCDB...SBGBTGDE.LFFDhAAAVCCC.NCEGBDABhABADHAGADGEKAGAaCFF..PABFhADAIHHF..fFAD..hAEA......hAFA...,1,-12,-26,14
QaCbLTDMOWPEHgKcIUYBGSNdfVZXFAeRJ,eFFFJGEG.QAAFCEDB.LBHDTAEEDACHMBFD.OEADhABAEHBAHBAFKCCEUGCBhADABAAFSCGHhADAfEDBXAFBAFDBaCECPEABIHHG..hAEANIEH......hAIA...,1,-9,-23,14
DfCaTMPgZHVJUWGLdIcXBbYKENRSAFOQe,QCDDeBEEDADC.aAFBMCCC.ZGAGVAACUGEGLGEG.hAAAdEBGXDFEBCHHKDGDhAAAEABFSHBAhADAADIB.fAGCCDDAPDBD......hAEA......hAIA...,1,-20,-26,6
PMQWXLVHAZGDUJfFYNdSOBbTCgaKcEeIR,ZEAFUBCHJCEC..FFAGdCCEBAAF..CGGG.KGFE..eAACRDEE.QEDDhAAALCHBAIGEDDIHhAEA....fHDBhACASAGEOAEG...gGBFhADA.aDDHEEGBhAFAMBBH.,1,-35,-45,10
cCSTZHYXfeMWOQNVIPJEBaGdUDAKgbLFR,KDDGLACHFBCD.REABCAAEZFFB.HFBC..XDFBMADA.OAEChAEAQAAC.IBHEhACAEFGFaFEHdCEGAAHG.hBAA...gBEDSAGEfGEChBGAWHCG...NDIE.hCGA...,1,-25,-26,1
CAJMNZKgFBeGfHIVbDQdacSOLWXYTPERU,MBHBKGCEBDCG.GCFCHDCCIFFB.DHFCdDDA.aAAFSGCAhAAALEAHXACDhACATBECECBFCGHAACFHNBADFFAHhABA..eAFG.fHFD.hACA......hADA...,1,-23,-26,3
NFXEDVWJHOMBZQTUgcYaIePfbCKARdSGL,dHFHGEEFFFGCDEEEJAGBHBAD.BEADQBAEUECA....hAAA.gFAChABAaHDGIHGEeEDD.PADEhACACGAAAIBGLADBEHACOCEAMAIF....hAAA.cABFfCCDhADA.KDHB,1,-9,-26,17
CSPGTeDNZROJAdQUXVHIfWYcKEMBgFbLa,dFGGXEEGHCED..IHBH..YFCDKEBEBABAFCBCLAFEhAAASBFCTBCChABAeHFCDEGAZABCOGBAhADAABIB...........hAAA......hACA...,1,-22,-37,15
GRfeZWbXLFKJUHgVBSOMcCENITYaPQAdD,GACFRAEAeDGHZFEF..bGDELFAE.FCAAKCEAUCEDVDGFBDADhAAAMGAC.EHAE.TCAFhAAAPHAG.AABDDAIFhACAWCCB...........hADA......hAEA...,1,-13,-24,11
HZCXgNMVFKWAQeJEDSdcGPaYLfbOITBRU,QCCEJDHB.DACCdACBGFDBaCCALFAFOAGFBBBEHDBECHDAhAAA..XGAHhAAAMFDCKGBEAFABEEFE.SBDEhABA.YHEGIBHC...hAFA..UGGH..hABANDIA...,1,-10,-29,19
ULOEeQHNSgRCaKfIWTGMcJdPZBDAbYVFX,VGFEFBCGUBFE.LFEAeABCHECC.SAGCCBAE.KCCBhAAAIEAHGBGAMBFBhABAJFCF.dEBGBHADDIBAAEIDhAFA..XDDC.EHEC...NADDaEHFhAAA.....hBAA...,1,-9,-32,23
ZDKETabVFMWLNdgIcRfCeYSGHAQXUOPBJ,UACDBGGCDGDCKDHB...aAAHFAFA.LFDFdAEB....IDAGhABARFGDCCGF.SDFEhACAAEEGOAADZDAGTDDEhADA..MFCHNCCA...fGFEhAAAeFBDYHFG..hAHA...,1,-30,-46,16
OKaILJQDeMPUgdTFbYfXWGHcSECBVNZAR,OCEDaCACLECHDGDF..MDAGUGGFdGGHFBGD....fACBhAAAXGAFHABChAAASBACEEECCFGEBAFHhABAVCGDAIFEIEAD..QGAGhABA.PAFG.gEAEhAEA,1,-17,-28,11
LOMIQAYTCRPbWdFefXZNDHgESKcaVBGUJ,CDFARECG......PCHBdEHGfBCDZAFADACG.ECECKCEAaAAFBCCDhAAA.GGADLHCAhACAMBBBIAGBhADA.YEBCbGFG.eFAENBAGSEEEhABA..cGGChAEA...,2,-30,-15,15
QZRWgDYfUXbceTEMSGaBKHCFPOLIJdNAV,ZACDRCAADAGAUDGF....XFGBeCADEFCHMFDB..SHGAhAAABACGKEEDHCEEhAAAFBGEOAFGLFADICEBhABAdHEFAECD..QAEDYEEF.fBHEhABA...hACA...,2,-33,-15,18
gLGPBbCEfAeJMDdQZRFXSONVUYWcKHIaT,eHAEMCGBdDDEQADAZACC.RFDD.FBACXCFAOHEC..UEABhAAA..YCAGhAAAKGBFHFFCTFFELAHHhABABAGFCEHEACDADABB.NBIA..WHFA.aDEC..hACA......hADA...,1,-12,-16,4
eMKQZcdYFJOgAUWTENXHGPIRaCDfSVLBb,UDEGEFGDHABDGACEREDDDDGG..SFGABDEEeBABMAID.KBAFhAAAQAFFZGCCdFBFFAFEhABAgEAGAHHD.hACANEIA....XADHaEAGCEGB.LHCAhAAA.....hAEA...,2,-18,2,20
ORTBACYSHJXQUZEgcaNGIbFKVdLWMfeDP,CDHGHBFD.QFAGEGEB.aAAHNFAHGAEBFHDGdBEGLFGFhABA.MADGfDDFhAAADIAG.OBBCBBBBSDBGhACAXFFAgCAGIFED.KHAGhABA......hACA...,2,-31,-4,27
QLJZGfMReKSOXDFWcTAEHUIYBNdVPbCga,UBAABBCEdFED..VDEHCHGG..QEADJEAD.ZECHMCHBhAAAKBBF..OAECFECH.hABA.TAEHAHAAEFHFHCDGhAAA..IHHCNIBD.PHBGaCHH.hABAGACG...hACA...,1,-21,-22,1
