aVJCBQTUgLeEDOIKXYZFcNfMPWdbSGARH,HDDFaDBD.JGEEBHHAUGAHeADH..EDHHDFDH.OAAFKAAFZAFHFGGGhAAA....NCBD.MIAChACAdDAC.SAGDhADAAIHACEBB.QEEG.LAHBhAFA.IHEA.hABA...,2,-33,-16,17
VWTGKdaRIbADfZQLNMFOegSCXBUcEJPYH,ZFDGQDACMCCBFAACOACH..SGAFCGDGBHGGUBGBEEHB.hACA..JDDCHDDG.hAAAVADCTFGEdHGBIDAHhADADGFFLFCDeHCA.XCGEYAEEhABA......hADA...,1,1,-28,29
JYBHNDQKUPgWAeTGZVcfLIRXEMbaOdSCF,eDACGACFZGDE..VFGBLBFGREDG.MCAEaCGF.dABHFDEABFFChAAADIEA.KDGBUFAC..hAAA..gFABhACAABIHTCAF.IEDG.ECEBSCCHhABACHHE.....hAEA...,2,-23,-17,6
WNYRQeXSPMOZEfgdDLaIJGcVbCTUHKAFB,BFED..NDDGRADCQCGH.SGGAMFGHEBHFdEECaBDEGDADhAAA.VFAFhABACGAGTDAH.KABEAHFH.hACAFAAHWADEeFHF........hAEA......hAGA...,1,-23,-29,6
OHYeWgBLbJDcGFETdaSZXMIRUCNPAVKQf,QCCBOFBBHDFEeHDABGCHLAHDDAABFGHH.EAAFdDADZFAAMIDEhABAIBFG.CFFHAEHEfAGEhACA..hADAgDABbCCD..cBBBaFEB.SFFDhAEA..hAFA...,1,-10,-25,15
AdNJfKTVIgSQOWMZHCUXLEBecDaFGPRbY,JCCHTGBC....IBGBSFAF.QCAChAAAOEFGMIAGCDGBLHFAhABABAACDBBGGDDGRBDB.ACFAdFGEhACAfGGGKBBC.gFBE.hADA......hAEA...,2,-40,-13,27
SKIJFZTRUePDOfACLNWEYHbQBGXMgcdVa,CAFBLGEA.ECABHCBFBABEMBFB.dFGCVEBDaBHD..KGDDIDEDhAAA.ZBCETEDGhAAAeAHDDAEEAABCNEAC..hADA...bEFAQACA...hAIA......hBAA...,2,-26,-21,5
LfdJMHZAcCGYEbBIQKeSVWaPXDgNFTORU,CECDEGAHBFDAKCCC...eFFCSEDC..VABDaCABDIGEFGHDRFADhAAAUAGA.LEGDhAAAdDDHJAFF.MFCH.ADBH.hABA....YAHBIFHA.QGDDhACA...hABA...,2,-40,-18,22
AOVJaDKXNISLEQZMRGgWTHPCFYeBUfdbc,JFFCKGCD....IAGFEDBFZBBCGAGC..TBBCCFCEFAEEBDAFhAAAUEBDdHED.AGEGaABAhAAAXFDHLEEAhAEAMIDARCEA....WFHHYDDG.fACFhABAOFAHDBIF.hACA...,2,-34,-14,20
ABXKMGcJPSQbEfeNIUVHaFOgYZdLTRDWC,BFCFKBDHMGACJBFC...QBAEEEEA.eBFEUBAHHDFCFGGE.hAAAOFDGZEAFdGDBLDAAhAAARBDF.DHAGAIBA.XGGHhABA.........hABA......hACA...,2,-40,-8,32
AbZHREfINagMBOUPTeWQYFKDXLJSGCdcV,ZGFGRDDFEABD..IAFE..aAHFMCGFBFFDOEBGTCABeCHBhAAAQGCGFBABXFCAhABASAEF.hACACHGGdBFCADCCfBDGNBHE.....hAAA......hACA...,1,-20,-24,4
XONTQKUMDbaJYgdIRGVHecPASZCWFEBfL,CCAHFAFBBGEGLGCA.OHFCQCCHUEGG.MIBG.DAHBaACDhAAA..JACGdECHRBFBHFFAhAAAeEADAEBBZGAE.EFBAXDEBhABA.NIABKAHF......hACA......hAEA...,2,-23,-20,3
JVSHIQegdFLZWEUfXBCYcTKORaMAGDNPb,GDCCDACB...NBHE.JEGHHBAHQEDFeAFBFGECZDBH.EADEXGGFhAAABHEA.CHAE.TBFDhAAAKCEHODAH.hABAMCIFAHDAPCHD.SFAH.hABA......hACA...,1,-12,-28,16
ZgKeBaHTWbdCLNJUASXFfIMQYEOcPDVGR,XFCEFHBGMDEC...EEACOFFH.DCBGVACGGDAHZFFHKAHDhAAAeABAaCFC..TAFDhAAA.dEGDCDDA...hABA.JDHBAAHGSFAGICAG.cGGAhABAgGAG.BHHBhACA...,2,-25,-13,12
CIZOVXfUdAPHKQbcYLaSDRFGeNTBMJWgE,HDAGQGBC..bACBLDEBDCIHFDGFGFEFNBBEBECAMAFAhAAAJAAF..EGACCBHCOACEhABAXFCDUGGA.dDGChACAAHHHKBFFaCDG..........hABA......hAFA...,2,-17,-12,5
CIAbYSaPZHdMfgBENKXWFJeDTRLUVcQGO,SHBGaCFCZEDC.MDFGBABD.EFACXAFHFADB..JHBCTGFFhAAALAFEUBCG.hAAAQEADCHGE.hACAABAGYEEA.dGECfEGBhBAAKCACWECB.DCGE....hBGA...,1,-5,-38,33
XOMVYEPTcUGZCbHKQgAFSIaJDdeRNLWBf,FAFBSAFB..aEDCdEBGRCCGLHDCBCDBXFCHMDABEAAChAAA..PBAAUDGECHAGhADAKHGE.AHAHDGEAeEBF.hAAA.NCAA...fGGBVDEG...hABA......hACA...,1,-18,-31,13
GXOUFLNbZdJfPISYgBVTDQHERCcKeaAMW,GBGAXDCHFGEELGACZCCGdFBF...JAAF..PABCSHEAhABABHAA.VADB.hAAAQEGGEEEACHHGKGCFAAEAhABAWAFE..........hACA......hADA...,2,-28,-27,1
QgcOJWVZIaYSGUDRKBfbCNeFHXMLPTdEA,QCBCOGEA.JFACZDBF.aBGF.GADCDHACRFFGBHEG.CEDB.hAAAFFAFHADFMIEG.PBAAhAAAdABBADFC....hABA.WEFAIDHGSDDD...hAFA......hAGA.KAGA.,2,-30,-19,11
TaSUdELfBPKFIGMZXeAYDbOCVQRHcgNJW,DACBOAFBCDEC.RFFGHDCE....NHCB.JAAC..aAECUDAAdFFBLFAHhAAABCGCFDGEMIAEhADAZDCHABAC.....hABA.bAGF.....cGGDWHFASGAChAEA..hAGA...,2,-33,-33,0
NLeHMIFDbRJdTKGPgEfaWZcOCUAQSBVYX,QGAFBHCH..XAFCLAAFeFEEMCDHDDDHJDBBKACGGGEHhACA.EEGGfHFDhAAAZAEECFDAAEAB.SDGChABANAIE.IHAE...FEAHhACA.dCCB....hAEA...,1,-10,-39,29
NbdHaQBgEMSXRDeOYUJLZAITcFVWCPKfG,TCBCFCFCCFBC..KAAEGEFG.dFBAQEGEBDGEMAAGRACC.DBEEhAEA.eEEFODEBUAGEhAFAJHCEAHHC.....hBAAIHHE.....cAGAhADAWFDD......hAFA...,1,-20,-46,26
RdVIMASgfWEKBCaLJNDObFcXUPeTYZGHQ,SHBG..gGGDEACGKFAGBDEAaFBHLCFEhAAADCDCFGEF.XCBAeFFEZCBHhAAAQABFdAHEMBAFAAFChABACHECNEED.OAEA.cEBA...hAEA......hBBA...,2,-26,-13,13
VJgDYLdXZRbHCEGWKFUaBcOITePSNQfAM,JAABDACBLCFEZECF.HEFGCFHGGBEHKECHUGEBBEAE..OADEhAAA..TGFHhAAASHBAQEEFhACAfEAGMDBGYFAFdDCF....hADA......hAEA...,2,-32,-24,8
RKTVHOZQEafBLdPYeMIXDGFbNSAUWJCgc,UDACJAFB.CHEF.RFEF..KECBHDDF.QDGGEHGE.BHGHdBCDeDABhAAAXAABFBHF.SGBGhADAADDG..hAEA.cAEBTEGC.OHAEfAHAhAHA......hBAA...,1,-29,-33,4
QGDFcUCZNMbTdgfKWYRXPIBHJOEeASaVL,SEHBaDBDLDFCDDEFFABD..UDFACADBZGAEMCFC..dAGCKDBDhAAAREFF...XACGhABAIHEAJGBE.OAEGhADAAGIB.QGGGNAAE..TEDAhABA......hAFA...,1,-22,-28,6
VJWdUXReYgaTAIcKQMLbPfOSCDEZNBGHF,KHBGMAEHLDAG..fGABSEHDCCGDZEEABDFHGGEFhAAAFAGDJFBEUDAG..hABAeABDaBBEACIHQACEhAAAOHBEDDDDHGFA.......hACA......hADA...,1,-19,-22,3
ERJcaSDTZAKfWXQeFVGBIUNCdHbYLPMgO,KHBGXCBCQEGDFGCD.GAEGUADDdBGGHCBC.LGEAhAAAMECEEHGEJBAE.SAHDhABADFFFAIEA.fEAAhACA..eEABBDGCCAHBPEHD.hADAOAAB.aGAH.hAEA...,1,-6,-18,12
KWQXJHaDLTNgbBIGfSUcCdYFPVZMROEeA,QGBCJADGHFEHDGBCLDEB.TGGE..gCAEhAAAIAGGGACChAAASCHDCDGB.FDDA.PHAAhABAMABB.EBBEAEADWBFGaHGA.BEBCfAGFhACA....hADA...,1,-14,-24,10
FaRTcOgBCHSfAZYDEQUdGePXbKINMVJWL,DHCEEEHBdDGBGAGA.eEEEXDDA.KFABNCAE...MCFGJFBEFCCEhAAAaADD...TABGhABAOHBC.BDBDCGGESBFFhADAAHGEZABF..YAFE..hAAA......hADA...,1,-25,-28,3
ZegWcRIbXfEVFKMHJCNDGASYBUOLQdTPa,BFEDUFCAQBFGdHAD..aAGDZGFAeEAD....gCBChAAARDDGICBAfEEBhABAEACBFHFEKADCMIEAhACACFHC.DAEHAAACSDGE...hADAOFCFLBHB.hAGA...,2,-32,-15,17
